Chapter,Unit,Lesson,Topic,Fact,Flashcard_Question,Flashcard_Answer,Quiz_Question,Quiz_Options,Quiz_CorrectAnswer,Quiz_Explanation,Match_Term,Match_Definition,VisualisationIdea
NE,Biosphere Reserves (BR),NE Biosphere,Dibru-Saikhowa Biosphere Reserve (Assam),"Famous for swamp forests, feral horses, and rare white-winged wood ducks.",What is a key geographical feature of Dibru-Saikhowa Biosphere Reserve (Assam) in NE Biosphere?,"Swamp forests, feral horses, and rare white-winged wood ducks.",Dibru-Saikhowa is famous for which unique free-roaming animal population?,A: Sangai Deer; B: Feral horses; C: Snow Leopards; D: Wild Yaks,B,"Official Syllabus Fact: Famous for swamp forests, feral horses, and rare white-winged wood ducks.",Dibru-Saikhowa Key Fauna,Feral horses and white-winged wood ducks.,Interactive SVG/CSS concept breakdown for Dibru-Saikhowa Biosphere Reserve (Assam) in NE Biosphere.
NE,Biosphere Reserves (BR),NE Biosphere,Nokrek Biosphere Reserve (Meghalaya),Located in the Garo Hills.,What is a key geographical feature of Nokrek Biosphere Reserve (Meghalaya) in NE Biosphere?,In the Garo Hills of Meghalaya.,In which hill range of Meghalaya is Nokrek Biosphere Reserve located?,A: Jaintia Hills; B: Khasi Hills; C: Garo Hills; D: Barail Range,C,Official Syllabus Fact: Located in the Garo Hills.,Nokrek Location,"Garo Hills, Meghalaya.",Interactive SVG/CSS concept breakdown for Nokrek Biosphere Reserve (Meghalaya) in NE Biosphere.
NE,Biosphere Reserves (BR),NE Biosphere,Nokrek Biosphere Reserve (Meghalaya),Known for citrus gene conservation and red pandas.,What is a key geographical feature of Nokrek Biosphere Reserve (Meghalaya) in NE Biosphere?,Citrus gene conservation (Citrus indica) and red pandas.,Nokrek Biosphere Reserve is world-famous for the gene conservation of which wild fruit?,A: Citrus (Citrus indica); B: Wild Apple; C: Wild Banana; D: Wild Mango,A,Official Syllabus Fact: Known for citrus gene conservation and red pandas.,Nokrek Conservation Focus,Citrus gene conservation and red pandas.,Interactive SVG/CSS concept breakdown for Nokrek Biosphere Reserve (Meghalaya) in NE Biosphere.
NE,Biosphere Reserves (BR),NE Biosphere,Dihang-Dibang Biosphere Reserve (Arunachal Pradesh),Located in the high mountains of the Siang and Dibang valleys.,What is a key geographical feature of Dihang-Dibang Biosphere Reserve (Arunachal Pradesh) in NE Biosphere?,In the high mountains of the Siang and Dibang valleys in Arunachal Pradesh.,Where is Dihang-Dibang Biosphere Reserve located?,A: Garo Hills; B: High mountains of Siang and Dibang valleys; C: Imphal valley; D: Brahmaputra river plain,B,Official Syllabus Fact: Located in the high mountains of the Siang and Dibang valleys.,Dihang-Dibang Location,"High mountains of Siang & Dibang valleys, Arunachal.",Interactive SVG/CSS concept breakdown for Dihang-Dibang Biosphere Reserve (Arunachal Pradesh) in NE Biosphere.
NE,Biosphere Reserves (BR),NE Biosphere,Dihang-Dibang Biosphere Reserve (Arunachal Pradesh),Home to Mishmi takin and snow leopards.,What is a key geographical feature of Dihang-Dibang Biosphere Reserve (Arunachal Pradesh) in NE Biosphere?,Mishmi takin and snow leopards.,Dihang-Dibang BR is home to which two high-altitude mammals?,A: Mishmi takin and snow leopards; B: Lion and Tiger; C: Dugong and Dolphin; D: Rhino and Elephant,A,Official Syllabus Fact: Home to Mishmi takin and snow leopards.,Dihang-Dibang Key Mammals,Mishmi takin and snow leopards.,Interactive SVG/CSS concept breakdown for Dihang-Dibang Biosphere Reserve (Arunachal Pradesh) in NE Biosphere.
INDIA,Physiographic Divisions of India,Himalayas,Subdivisions (West to East),Suleyman (Karakoram).,What is a key geographical feature of Subdivisions (West to East) in Himalayas?,Suleyman (Karakoram range).,Which eastern wing of the Himalayas forms the hill ranges along the North-Eastern Indian border?,A: Zaskar; B: Shiwaliks; C: Pir Panjal; D: Purvanchal,D,Official Syllabus Fact: Suleyman (Karakoram).,Suleyman / Karakoram,Westernmost mountain range extension.,🔄 Interactive Syntaxial Bends Diagram using CSS SVG paths with animated drawing effects (stroke-dashoffset) to show the horizontal span.
INDIA,Physiographic Divisions of India,Himalayas,Subdivisions (West to East),Main Himalaya (Great Himalaya).,What is a key geographical feature of Subdivisions (West to East) in Himalayas?,Main Himalaya (Great Himalaya).,What is the westernmost mountain extension of the Trans-Himalayan region?,A: Patkai Bum; B: Shiwaliks; C: Suleyman / Karakoram; D: Purvanchal,C,Official Syllabus Fact: Main Himalaya (Great Himalaya).,Main Himalaya,Central backbone containing the Great Himalayan peaks.,🔄 Interactive Syntaxial Bends Diagram using CSS SVG paths with animated drawing effects (stroke-dashoffset) to show the horizontal span.
INDIA,Physiographic Divisions of India,Himalayas,Subdivisions (West to East),Purvanchal (Eastern Himalaya).,What is a key geographical feature of Subdivisions (West to East) in Himalayas?,Purvanchal (Eastern Himalaya).,Which mountain peak marks the sharp eastern syntaxial bend of the Himalayas?,A: K2; B: Anaimudi; C: Nanga Parbat; D: Namcha Barwa,D,Official Syllabus Fact: Purvanchal (Eastern Himalaya).,Purvanchal,Eastern Himalayan wing forming North-Eastern border hills.,🔄 Interactive Syntaxial Bends Diagram using CSS SVG paths with animated drawing effects (stroke-dashoffset) to show the horizontal span.
INDIA,Physiographic Divisions of India,Himalayas,Vertical Divisions (South to North),"Himadri (Greater Himalayas): The innermost, continuous range containing the highest peaks like Mt. Everest and Kanchenjunga.",What is the highest mountain peak in Himalayas?,Himadri (Greater Himalayas).,Which of the following ranges contains the highest peaks such as Mt. Everest and Kanchenjunga?,A: Himachal; B: Himadri; C: Purvanchal; D: Shiwaliks,B,"Official Syllabus Fact: The innermost, continuous range containing the highest peaks like Mt. Everest and Kanchenjunga.",Himadri,"The innermost, continuous range containing Mt. Everest.","🏔️ CSS Stacked Elevation Layers using overlapping divs with varying z-indexes and heights to represent Himadri, Himachal, and Shivalik."
INDIA,Physiographic Divisions of India,Himalayas,Vertical Divisions (South to North),Himachal (Lesser Himalayas): Known for hill stations and rugged terrain like Pir Panjal and Dhaula Dhar.,What is the geographical significance of Himachal (Lesser Himalayas) in Himalayas?,Himadri (Greater Himalayas).,The Himachal range is best known for which of the following features?,A: Unconsolidated sediments; B: Highest peaks; C: Coastal plains; D: Hill stations and rugged terrain,D,Official Syllabus Fact: Known for hill stations and rugged terrain like Pir Panjal and Dhaula Dhar.,Himachal,Lesser Himalayas featuring hill stations and Pir Panjal.,"🏔️ CSS Stacked Elevation Layers using overlapping divs with varying z-indexes and heights to represent Himadri, Himachal, and Shivalik."
INDIA,Physiographic Divisions of India,Himalayas,Vertical Divisions (South to North),Shiwaliks (Outer Himalayas): The outermost range composed of unconsolidated sediments.,What is the geographical significance of Shiwaliks (Outer Himalayas) in Himalayas?,Himachal.,Which Himalayan division is composed of unconsolidated sediments?,A: Himadri; B: Karakoram; C: Himachal; D: Shiwaliks,D,Official Syllabus Fact: The outermost range composed of unconsolidated sediments.,Shiwaliks,The outermost range composed of unconsolidated sediments.,"🏔️ CSS Stacked Elevation Layers using overlapping divs with varying z-indexes and heights to represent Himadri, Himachal, and Shivalik."
INDIA,Physiographic Divisions of India,Northern Plains,Formation & Soil,"Formed by the interplay of three major river systems: the Indus, the Ganga, and the Brahmaputra, along with their tributaries.",What are the major tributaries associated with Northern Plains?,"The Indus, Ganga, and Brahmaputra river systems.",The Northern Plains of India were primarily created by alluvial deposits from which three river systems?,"A: Indus, Ganga & Brahmaputra; B: Luni, Sabarmati & Banas; C: Narmada, Tapi & Mahanadi; D: Godavari, Krishna & Cauvery",A,"Official Syllabus Fact: the Indus, the Ganga, and the Brahmaputra, along with their tributaries.",Alluvial Soil,Highly fertile river sediment covering the Northern Plains.,CSS Layered Soil Profile Box using linear gradients to show the rich alluvial soil layers formed by the river systems.
INDIA,Physiographic Divisions of India,Northern Plains,Formation & Soil,"Features highly fertile alluvial soil, making it the most agriculturally productive and densely populated region.",What is a key geographical feature of Formation & Soil in Northern Plains?,Alluvial soil deposited by river systems.,"What is the dominant, highly fertile soil type covering the Northern Plains?",A: Red Soil; B: Black Regur Soil; C: Alluvial Soil; D: Laterite Soil,C,"Official Syllabus Fact: Features highly fertile alluvial soil, making it the most agriculturally productive and densely populated region.","Indus, Ganga & Brahmaputra",Three major river systems that formed the Northern Plains.,CSS Layered Soil Profile Box using linear gradients to show the rich alluvial soil layers formed by the river systems.
INDIA,Physiographic Divisions of India,Northern Plains,Regional Divisions,Punjab Plains.,What is a key geographical feature of Regional Divisions in Northern Plains?,Punjab Plains.,"Which regional division of the Northern Plains is situated in the eastern region, primarily covering Assam?",A: Ganga Plains; B: Brahmaputra / Luit Valley; C: Punjab Plains; D: Rann of Kutch,B,Official Syllabus Fact: Punjab Plains.,Punjab Plains,Western section of Northern Plains formed by Indus system.,"Interactive HTML/CSS Map with three distinct hoverable zones (Punjab, Ganga, Brahmaputra plains) that expand on hover."
INDIA,Physiographic Divisions of India,Northern Plains,Regional Divisions,Ganga Plains.,What is a key geographical feature of Regional Divisions in Northern Plains?,Ganga Plains.,Which regional division of the Northern Plains is formed by the Indus and its five main tributaries?,A: Brahmaputra Valley; B: Punjab Plains; C: Coromandel Plains; D: Ganga Plains,B,Official Syllabus Fact: Ganga Plains.,Ganga Plains,"Central section spanning Haryana, UP, Bihar, and West Bengal.","Interactive HTML/CSS Map with three distinct hoverable zones (Punjab, Ganga, Brahmaputra plains) that expand on hover."
INDIA,Physiographic Divisions of India,Northern Plains,Regional Divisions,Brahmaputra / Luit Valley.,What is a key geographical feature of Regional Divisions in Northern Plains?,Brahmaputra / Luit Valley.,Which central division of the Northern Plains stretches between the Ghaggar and Teesta rivers?,A: Assam Plains; B: Punjab Plains; C: Ganga Plains; D: Konkan Plains,C,Official Syllabus Fact: Brahmaputra / Luit Valley.,Brahmaputra Valley,Eastern plain section traversing Assam.,"Interactive HTML/CSS Map with three distinct hoverable zones (Punjab, Ganga, Brahmaputra plains) that expand on hover."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Central Highlands (Midlands),"Lies to the north of the Narmada river, bounded by the Vindhya range and Aravalis.",What is a key geographical feature of Central Highlands (Midlands) in Peninsular Plateau?,Lies to the north of the Narmada river.,"Which plateau region lies directly north of the Narmada river, bounded by the Vindhyas and Aravalis?",A: Central Highlands (Midlands); B: Karnataka Plateau; C: Deccan Plateau; D: Shillong Plateau,A,"Official Syllabus Fact: Lies to the north of the Narmada river, bounded by the Vindhya range and Aravalis.",Central Highlands,Plateau region lying north of the Narmada river.,"CSS Grid Layout displaying distinct plateau tiles (Malwa, Marwar, Bundelkhand, etc.) that elevate (box-shadow/transform) on hover."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Central Highlands (Midlands),"Includes the Malwa Plateau, Marwar Plateau, Bundelkhand, Baghelkhand, and Chotanagpur Plateau.",What is a key geographical feature of Central Highlands (Midlands) in Peninsular Plateau?,Bounded by the Vindhya range and Aravalis.,Which mountain range forms the northwest boundary of the Central Highlands?,A: Western Ghats; B: Barail Range; C: Satpura Range; D: Aravali Range,D,"Official Syllabus Fact: Includes the Malwa Plateau, Marwar Plateau, Bundelkhand, Baghelkhand, and Chotanagpur Plateau.",Aravali Range,Oldest fold mountain range forming northwest boundary.,"CSS Grid Layout displaying distinct plateau tiles (Malwa, Marwar, Bundelkhand, etc.) that elevate (box-shadow/transform) on hover."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Deccan Plateau,"A triangular landmass situated to the south of the Narmada river, flanked by the Eastern and Western Ghats.",What is a key geographical feature of Deccan Plateau in Peninsular Plateau?,Triangular landmass.,The volcanic Deccan Trap region is famous for which type of soil essential for cotton cultivation?,A: Black Soil (Deccan Trap); B: Desert Soil; C: Red & Yellow Soil; D: Laterite Soil,A,"Official Syllabus Fact: A triangular landmass situated to the south of the Narmada river, flanked by the Eastern and Western Ghats.",Deccan Trap,Volcanic basaltic region dominated by rich black cotton soil.,CSS Triangle shape created using `clip-path: polygon()` with a dark textured background to represent the black soil Deccan Trap.
INDIA,Physiographic Divisions of India,Peninsular Plateau,Deccan Plateau,Rich in mineral resources and features black soil (Deccan Trap) ideal for cotton cultivation.,What is a key geographical feature of Deccan Plateau in Peninsular Plateau?,Black soil (Deccan Trap) ideal for cotton.,What geometrical shape best describes the Deccan Plateau south of Narmada?,A: Rectangular; B: Oval; C: Circular; D: Triangular,D,Official Syllabus Fact: Rich in mineral resources and features black soil (Deccan Trap) ideal for cotton cultivation.,Triangular Landmass,Geometrical contour of Deccan Plateau south of Narmada.,CSS Triangle shape created using `clip-path: polygon()` with a dark textured background to represent the black soil Deccan Trap.
INDIA,Physiographic Divisions of India,Peninsular Plateau,Mountain Ranges & Peaks,Encompasses the Western Ghats and Eastern Ghats.,What is a key geographical feature of Mountain Ranges & Peaks in Peninsular Plateau?,The Western Ghats and Eastern Ghats.,At which point do the Western Ghats and Eastern Ghats join?,A: Anaimudi; B: Jindagarha; C: Nilgiri; D: Aravali,C,Official Syllabus Fact: Encompasses the Western Ghats and Eastern Ghats.,Nilgiri,The point where the Western and Eastern Ghats join.,"CSS/SVG V-Shape Diagram showing the Western and Eastern Ghats converging at a central node labeled Nilgiri, with a pulsing CSS marker for Anaimudi."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Mountain Ranges & Peaks,Nilgiri is the point where the Western and Eastern Ghats join.,What is a key geographical feature of Mountain Ranges & Peaks in Peninsular Plateau?,Nilgiri.,Which of the following is identified as the southernmost peak?,A: Nilgiri; B: Kanchenjunga; C: Anaimudi; D: Jindagarha,C,Official Syllabus Fact: Nilgiri is the point where the Western and Eastern Ghats join.,Anaimudi,Identified as the southernmost peak in Peninsular India.,"CSS/SVG V-Shape Diagram showing the Western and Eastern Ghats converging at a central node labeled Nilgiri, with a pulsing CSS marker for Anaimudi."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Mountain Ranges & Peaks,Anaimudi is identified as the southernmost peak.,What is a key geographical feature of Mountain Ranges & Peaks in Peninsular Plateau?,Anaimudi.,What is the highest peak in Peninsular India?,A: Nilgiri; B: Mt. Everest; C: Anaimudi; D: Jindagarha,D,Official Syllabus Fact: Anaimudi is identified as the southernmost peak.,Jindagarha,The highest peak in Peninsular India (Eastern Ghats).,"CSS/SVG V-Shape Diagram showing the Western and Eastern Ghats converging at a central node labeled Nilgiri, with a pulsing CSS marker for Anaimudi."
INDIA,Physiographic Divisions of India,Peninsular Plateau,Mountain Ranges & Peaks,Jindagarha is the highest peak in Peninsular India.,What is the highest mountain peak in Peninsular Plateau?,"Jindagarha (1,690 m).",Which is the highest peak in the Aravali Range?,A: Anaimudi; B: Guru Shikhar; C: Dhupgarh; D: Jindagarha,B,Official Syllabus Fact: Jindagarha is the highest peak in Peninsular India.,Guru Shikhar,Highest peak of the Aravali Range in Rajasthan.,"CSS/SVG V-Shape Diagram showing the Western and Eastern Ghats converging at a central node labeled Nilgiri, with a pulsing CSS marker for Anaimudi."
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,The Indian Desert (Thar Desert),Lies towards the western margins of the Aravali Hills in Rajasthan.,What is a key geographical feature of The Indian Desert (Thar Desert) in Thar & Coastal Plains?,Towards the western margins of the Aravali Hills in Rajasthan.,The Thar Desert lies towards which margin of the Aravali Hills in Rajasthan?,A: Eastern margin; B: Western margin; C: Northern margin; D: Southern margin,B,Official Syllabus Fact: Lies towards the western margins of the Aravali Hills in Rajasthan.,Thar Desert,Arid desert region west of Aravali Hills in Rajasthan.,CSS Animated Heat Waves and Sand Dunes created using overlapping radial gradients and keyframe animations for an arid effect.
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,The Indian Desert (Thar Desert),Features an arid climate with low vegetation cover and very low annual rainfall (below 150 mm).,What is a key geographical feature of The Indian Desert (Thar Desert) in Thar & Coastal Plains?,Very low annual rainfall below 150 mm.,What is the average annual rainfall received in the Thar Desert?,A: Below 150 mm; B: Over 2000 mm; C: 500 mm to 750 mm; D: 1000 mm,A,Official Syllabus Fact: Features an arid climate with low vegetation cover and very low annual rainfall (below 150 mm).,Below 150 mm,Average annual rainfall in the Indian Desert.,CSS Animated Heat Waves and Sand Dunes created using overlapping radial gradients and keyframe animations for an arid effect.
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,Western Coastal Plains,A narrow strip between the Western Ghats and the Arabian Sea.,What is a key geographical feature of Western Coastal Plains in Thar & Coastal Plains?,A narrow strip between the Western Ghats and the Arabian Sea.,Which of the following is the southern coast of the Western Coastal Plains?,A: Malabar; B: Northern Circars; C: Konkan; D: Coromandel,A,Official Syllabus Fact: A narrow strip between the Western Ghats and the Arabian Sea.,Konkan Coast,Northern section of the Western Coastal Plains (Mumbai to Goa).,"Narrow CSS Flex Column adjacent to a blue gradient, with sticky scrolling to explore Konkan, Kannad, and Malabar."
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,Western Coastal Plains,"Divided into Konkan, Kannad, and Malabar coasts.",What is a key geographical feature of Western Coastal Plains in Thar & Coastal Plains?,"Konkan, Kannad, and Malabar coasts.",Which section of the Western Coastal Plains stretches from Mumbai to Goa?,A: Konkan Coast; B: Kannad Coast; C: Coromandel Coast; D: Malabar Coast,A,"Official Syllabus Fact: Divided into Konkan, Kannad, and Malabar coasts.",Kannad Coast,Central section of the Western Coastal Plains in Karnataka.,"Narrow CSS Flex Column adjacent to a blue gradient, with sticky scrolling to explore Konkan, Kannad, and Malabar."
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,Eastern Coastal Plains,"Broader plains between the Eastern Ghats and the Bay of Bengal, known for large river deltas.",What is a key geographical feature of Eastern Coastal Plains in Thar & Coastal Plains?,Broader plains between the Eastern Ghats and the Bay of Bengal.,The southern part of the Eastern Coastal Plains is referred to as which coast?,A: Konkan Coast; B: Malabar Coast; C: Coromandel Coast; D: Kannad Coast,C,"Official Syllabus Fact: Broader plains between the Eastern Ghats and the Bay of Bengal, known for large river deltas.",Northern Circars,Northern section of the Eastern Coastal Plains.,Broader CSS Flex Column featuring expanding horizontal border-radiuses to visually represent the large river deltas.
INDIA,Physiographic Divisions of India,Thar & Coastal Plains,Eastern Coastal Plains,Divided into Northern Circars and the Coromandel Coast.,What is a key geographical feature of Eastern Coastal Plains in Thar & Coastal Plains?,Northern Circars and the Coromandel Coast.,Which is the largest brackish water lagoon located on the Eastern Coastal Plain in Odisha?,A: Dal Lake; B: Vembanad Lake; C: Wular Lake; D: Chilika Lake,D,Official Syllabus Fact: Divided into Northern Circars and the Coromandel Coast.,Coromandel Coast,Southern section of the Eastern Coastal Plains along Tamil Nadu.,Broader CSS Flex Column featuring expanding horizontal border-radiuses to visually represent the large river deltas.
INDIA,Physiographic Divisions of India,The Islands,Major Island Groups,"Andaman and Nicobar (Bay of Bengal): Volcanic origin, larger in size, and rich in biodiversity.",What is the geographical significance of Andaman and Nicobar (Bay of Bengal) in The Islands?,Andaman and Nicobar Islands.,The Lakshadweep Islands in the Arabian Sea are primarily formed from what structure?,A: Volcanic rock; B: Coral origin (atolls); C: Fold mountain roots; D: Glacial moraines,B,"Official Syllabus Fact: Volcanic origin, larger in size, and rich in biodiversity.",Andaman and Nicobar,Volcanic origin island chain in the Bay of Bengal.,"CSS Floating Bubbles scattered on a blue background container, clustered into a large group (Andaman) and a small coral ring group (Lakshadweep)."
INDIA,Physiographic Divisions of India,The Islands,Major Island Groups,"Lakshadweep (Arabian Sea): Coral origin (atolls), covering a smaller geographical area.",What is the geographical significance of Lakshadweep (Arabian Sea) in The Islands?,Lakshadweep Islands (atolls).,Which island group is located in the Bay of Bengal?,A: Andaman and Nicobar; B: Maldives; C: Sri Lanka; D: Lakshadweep,A,"Official Syllabus Fact: Coral origin (atolls), covering a smaller geographical area.",Lakshadweep,Coral origin (atolls) island group in the Arabian Sea.,"CSS Floating Bubbles scattered on a blue background container, clustered into a large group (Andaman) and a small coral ring group (Lakshadweep)."
INDIA,Major River Systems,Himalayan Rivers,The Indus System,Originates in Tibet near Lake Mansarovar.,What is a key geographical feature of The Indus System in Himalayan Rivers?,In Tibet near Lake Mansarovar.,Near which landmark in Tibet does the Indus river originate?,A: Gangotri Glacier; B: Yamunotri Glacier; C: Lake Mansarovar; D: Badrinath,C,Official Syllabus Fact: Originates in Tibet near Lake Mansarovar.,Lake Mansarovar (Tibet),Origin point of the Indus river system.,"SVG Branching Path Diagram flowing top-to-left, with tributaries lighting up consecutively using CSS animations."
INDIA,Major River Systems,Himalayan Rivers,The Indus System,"Major tributaries include the Jhelum, Chenab, Ravi, Beas, and Sutlej.",What are the major tributaries associated with Himalayan Rivers?,"Jhelum, Chenab, Ravi, Beas, and Sutlej.",Which is the largest tributary of the Indus river system?,A: Jhelum; B: Beas; C: Ravi; D: Chenab,D,"Official Syllabus Fact: Major tributaries include the Jhelum, Chenab, Ravi, Beas, and Sutlej.",Chenab,Largest tributary of the Indus system.,"SVG Branching Path Diagram flowing top-to-left, with tributaries lighting up consecutively using CSS animations."
INDIA,Major River Systems,Himalayan Rivers,The Ganga System,Originates as the Bhagirathi from the Gangotri glacier.,What is a key geographical feature of The Ganga System in Himalayan Rivers?,From the Gangotri glacier.,From which glacier does the Bhagirathi headstream of the Ganga originate?,A: Pindari glacier; B: Yamunotri glacier; C: Siachen glacier; D: Gangotri glacier,D,Official Syllabus Fact: Originates as the Bhagirathi from the Gangotri glacier.,Gangotri Glacier,Origin point of the Bhagirathi headstream of Ganga.,"Animated SVG River Flow (stroke-dasharray) starting from a single point and widening as major tributaries (Yamuna, Kosi) join in."
INDIA,Major River Systems,Himalayan Rivers,The Ganga System,"Major tributaries include the Yamuna, Ghaghara, Gandak, Kosi, and Son.",What are the major tributaries associated with Himalayan Rivers?,Devprayag.,At which confluence do the Bhagirathi and Alaknanda meet to form the Ganga?,A: Vishnuprayag; B: Karnaprayag; C: Rudraprayag; D: Devprayag,D,"Official Syllabus Fact: Major tributaries include the Yamuna, Ghaghara, Gandak, Kosi, and Son.",Devprayag,Confluence of Bhagirathi and Alaknanda forming the Ganga.,"Animated SVG River Flow (stroke-dasharray) starting from a single point and widening as major tributaries (Yamuna, Kosi) join in."
INDIA,Major River Systems,Himalayan Rivers,The Brahmaputra System,Originates in Tibet where it is known as Tsangpo.,What is a key geographical feature of The Brahmaputra System in Himalayan Rivers?,Tsangpo.,What is the name given to the Brahmaputra river in Tibet?,A: Jamuna; B: Padma; C: Meghna; D: Tsangpo,D,Official Syllabus Fact: Originates in Tibet where it is known as Tsangpo.,Tsangpo,Tibetan name for the Brahmaputra river.,CSS U-Turn Animation path reflecting the river's entry into Arunachal Pradesh and its massive spreading network in Assam.
INDIA,Major River Systems,Himalayan Rivers,The Brahmaputra System,Enters India through Arunachal Pradesh and forms a massive network in Assam.,What is a key geographical feature of The Brahmaputra System in Himalayan Rivers?,Arunachal Pradesh (as the Dihang/Siang).,Under what name does Brahmaputra enter Arunachal Pradesh?,A: Lohit; B: Manas; C: Subansiri; D: Dihang / Siang,D,Official Syllabus Fact: Enters India through Arunachal Pradesh and forms a massive network in Assam.,Dihang / Siang,Name of Brahmaputra as it enters Arunachal Pradesh.,CSS U-Turn Animation path reflecting the river's entry into Arunachal Pradesh and its massive spreading network in Assam.
INDIA,Major River Systems,Peninsular Rivers,West-Flowing Rivers,Narmada & Tapi flow through rift valleys into the Arabian Sea.,What is a key geographical feature of West-Flowing Rivers in Peninsular Rivers?,Narmada & Tapi.,Which two major Peninsular rivers flow westwards through rift valleys into the Arabian Sea?,A: Mahanadi & Cauvery; B: Narmada & Tapi; C: Luni & Sabarmati; D: Godavari & Krishna,B,Official Syllabus Fact: Narmada & Tapi flow through rift valleys into the Arabian Sea.,Narmada,West-flowing river originating at Amarkantak.,"CSS Horizontal Scroll/Flow right-to-left, ending abruptly in a straight edge to represent estuaries instead of deltas."
INDIA,Major River Systems,Peninsular Rivers,West-Flowing Rivers,They form estuaries instead of deltas.,What is a key geographical feature of West-Flowing Rivers in Peninsular Rivers?,Amarkantak Plateau in Madhya Pradesh.,Where does the Narmada river originate?,A: Brahmagiri; B: Amarkantak Plateau; C: Trimbakeshwar; D: Mahabaleshwar,B,Official Syllabus Fact: They form estuaries instead of deltas.,Tapi,West-flowing river originating at Multai in Betul.,"CSS Horizontal Scroll/Flow right-to-left, ending abruptly in a straight edge to represent estuaries instead of deltas."
INDIA,Major River Systems,Peninsular Rivers,East-Flowing Rivers,"Mahanadi, Godavari, Krishna, and Cauvery flow into the Bay of Bengal and form large, fertile deltas at their mouths.",What is a key geographical feature of East-Flowing Rivers in Peninsular Rivers?,"Mahanadi, Godavari, Krishna, and Cauvery.",Which is the largest peninsular river in India?,A: Godavari; B: Krishna; C: Cauvery; D: Mahanadi,A,"Official Syllabus Fact: Mahanadi, Godavari, Krishna, and Cauvery flow into the Bay of Bengal and form large, fertile deltas at their mouths.",Godavari,"Longest Peninsular river, known as 'Dakshin Ganga'.",CSS Horizontal Flow left-to-right that fans out into multiple small branches using CSS Grid/Flex to represent fertile deltas.
INDIA,Major River Systems,Peninsular Rivers,East-Flowing Rivers,The Godavari is the largest peninsular river and is often called Dakshin Ganga.,What is a key geographical feature of East-Flowing Rivers in Peninsular Rivers?,The Godavari (often called Dakshin Ganga).,The Godavari river is often referred to by what alternative name?,A: Uttara Ganga; B: Luit; C: Dakshin Ganga; D: Tsangpo,C,Official Syllabus Fact: The Godavari is the largest peninsular river and is often called Dakshin Ganga.,Krishna,Major east-flowing river originating at Mahabaleshwar.,CSS Horizontal Flow left-to-right that fans out into multiple small branches using CSS Grid/Flex to represent fertile deltas.
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,Biogeographic regions that are significant reservoirs of biodiversity threatened by human destruction.,What is a key geographical feature of Overview & Indian Hotspots in Biodiversity Hotspots (BH)?,4 out of the 36 globally recognized hotspots.,How many globally recognized biodiversity hotspots are hosted in India?,A: 4 out of 36; B: 2 out of 36; C: 18 out of 36; D: 12 out of 36,A,Official Syllabus Fact: Biogeographic regions that are significant reservoirs of biodiversity threatened by human destruction.,The Himalayas hotspot,Includes the entire Indian Himalayan region.,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,India hosts 4 out of the 36 globally recognized hotspots.,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,The Himalayas hotspot.,Which hotspot includes the entire North-Eastern India (except Assam and Andaman)?,A: Indo-Burma hotspot; B: Sundaland hotspot; C: Western Ghats hotspot; D: The Himalayas hotspot,A,Official Syllabus Fact: India hosts 4 out of the 36 globally recognized hotspots.,Indo-Burma hotspot,Includes North-Eastern India (except Assam and Andaman).,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,The Himalayas hotspot includes the entire Indian Himalayan region.,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,Indo-Burma hotspot.,The Nicobar group of Islands is included in which biodiversity hotspot?,A: The Himalayas hotspot; B: Indo-Burma hotspot; C: Sundaland hotspot; D: Western Ghats and Sri Lanka hotspot,C,Official Syllabus Fact: The Himalayas hotspot includes the entire Indian Himalayan region.,Western Ghats and Sri Lanka hotspot,Runs parallel to the western coast of the Indian peninsula.,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
